id,bike_name,city_posted,km_driven,color,fuel_type,price,model_year,owner_type,url
36292,"Hero Motocorp Passion Xpro Disc Self Cast",Bangalore,15000,red,Petrol,39999,2013,FirstOwner,http://www.bikedekho.com/
36293,"Honda Unicorn Alloy",Bangalore,38000,silver,Petrol,37000,2009,SecondOwner,http://www.bikedekho.com/
36294,"Honda CBR 250R Standard",Bangalore,30000,black,Petrol,130000,2012,FirstOwner,http://www.bikedekho.com/
36295,"Suzuki Zeus 125xcd",Bangalore,35000,black,Petrol,16499,2007,FirstOwner,http://www.bikedekho.com/
36296,"Suzuki Shogun STD",Bangalore,25000,black,Petrol,25000,1998,FirstOwner,http://www.bikedekho.com/
36297,"Suzuki Fiero STD",Bangalore,30000,black,Petrol,18000,2001,SecondOwner,http://www.bikedekho.com/
36298,"Suzuki Fiero STD",Bangalore,67000,black,Petrol,32000,2002,FirstOwner,http://www.bikedekho.com/
36299,"Suzuki Gixxer SF Standard",Bangalore,6500,blue,Petrol,69500,2014,FirstOwner,http://www.bikedekho.com/
36300,"Mahindra Centuro NXT",Delhi,6900,black,Petrol,42000,2014,FirstOwner,http://www.bikedekho.com/
36301,"Royal Enfield Bullet 350",Bangalore,45000,red,Petrol,64000,2002,ThirdOwner,http://www.bikedekho.com/
36302,"Royal Enfield Bullet Classic 350",Bangalore,23000,black,Petrol,120000,1990,SecondOwner,http://www.bikedekho.com/
36303,"Royal Enfield Thunderbird 350",Bangalore,52800,green,Petrol,73000,2009,SecondOwner,http://www.bikedekho.com/
36304,"Royal Enfield Classic 350",Bangalore,6000,silver,Petrol,140000,2014,FirstOwner,http://www.bikedekho.com/
36305,"Royal Enfield Bullet 350",Bangalore,3400,silver,Petrol,120000,2014,FirstOwner,http://www.bikedekho.com/
36306,"TVS Victor 2015",Bangalore,50000,black,Petrol,15000,2006,SecondOwner,http://www.bikedekho.com/
36307,"Tvs Star City",Bangalore,49000,black,Petrol,21000,2007,FirstOwner,http://www.bikedekho.com/
36308,"TVS Victor 110",Bangalore,125000,silver,Petrol,19000,2004,FirstOwner,http://www.bikedekho.com/
36309,"TVS Apache RTR 160",Bangalore,33000,grey,Petrol,47999,2012,SecondOwner,http://www.bikedekho.com/
36310,"TVS Apache RTR 180",Bangalore,18000,white,Petrol,64000,2013,FirstOwner,http://www.bikedekho.com/
36311,"TVS Victor 2015",Bangalore,40000,blue,Petrol,25000,2005,SecondOwner,http://www.bikedekho.com/
36312,"Yamaha FZ S",Bangalore,11500,green,Petrol,69500,2014,SecondOwner,http://www.bikedekho.com/
36313,"Yamaha Fazer Fi Version 2.0",Bangalore,7000,black,Petrol,160000,2012,FirstOwner,http://www.bikedekho.com/
36314,"Yamaha RX 135 STD",Bangalore,43000,black,Petrol,42000,1999,ThirdOwner,http://www.bikedekho.com/
36315,"Yamaha RX 135 STD",Bangalore,5000,green,Petrol,39999,1999,FirstOwner,http://www.bikedekho.com/
36316,"Yamaha FZ16",Bangalore,5400,red,Petrol,69500,2014,FirstOwner,http://www.bikedekho.com/
36317,"Yamaha Gladiator Ss",Bangalore,40000,silver,Petrol,22000,2008,FirstOwner,http://www.bikedekho.com/
36318,"Yamaha RXZ STD",Bangalore,60000,black,Petrol,31000,1996,SecondOwner,http://www.bikedekho.com/
36328,"Bajaj Pulsar 150cc Dtsi",Mumbai,45000,blue,Petrol,12000,2003,FirstOwner,http://www.bikedekho.com/
36329,"Bajaj Pulsar 135",Mumbai,15000,black,Petrol,37000,2011,FirstOwner,http://www.bikedekho.com/
36330,"Bajaj Pulsar 200 NS",Mumbai,17350,yellow,Petrol,47500,2012,FirstOwner,http://www.bikedekho.com/
36331,"Bajaj Pulsar 200 NS",Mumbai,40000,black,Petrol,29999,2008,FirstOwner,http://www.bikedekho.com/
36332,"Bajaj Pulsar 150cc Dtsi",Mumbai,30000,black,Petrol,30000,2009,FirstOwner,http://www.bikedekho.com/
36333,"Bajaj Pulsar 220F Dtsi",Mumbai,22000,black,Petrol,39000,2011,SecondOwner,http://www.bikedekho.com/
36334,"Hero Honda Karizma Zmr Pgm Fi",Mumbai,6500,red,Petrol,88000,2014,FirstOwner,http://www.bikedekho.com/
36335,"Hero Honda Passion Plus",Mumbai,29000,black,Petrol,26000,2010,SecondOwner,http://www.bikedekho.com/
36336,"Hero Honda CBZ Disc",Mumbai,100000,blue,Petrol,14999,2000,SecondOwner,http://www.bikedekho.com/
36337,"Honda Shine CBS",Mumbai,23500,black,Petrol,39000,2012,FirstOwner,http://www.bikedekho.com/
36338,"Hero Honda Splendor Plus",Mumbai,20000,blue,Petrol,13500,2001,SecondOwner,http://www.bikedekho.com/
36339,"Hero Honda Cbz Xtreme Self Start",Mumbai,4000,black,Petrol,56500,2013,FirstOwner,http://www.bikedekho.com/
36340,"Hero Honda Karizma R",Mumbai,78000,red,Petrol,24999,2005,FirstOwner,http://www.bikedekho.com/
36341,"Honda CB Unicorn 160 Standard",Mumbai,30000,red,Petrol,39000,2011,FirstOwner,http://www.bikedekho.com/
36342,"Honda Unicorn Alloy",Mumbai,19000,black,Petrol,60000,2013,FirstOwner,http://www.bikedekho.com/
36343,"Honda Unicorn Alloy",Mumbai,50000,black,Petrol,27000,2007,SecondOwner,http://www.bikedekho.com/
36344,"Honda CB Twister Self Drum Alloy",Mumbai,28000,red,Petrol,29999,2010,FirstOwner,http://www.bikedekho.com/
36345,"Bajaj Pulsar 180cc Dtsi",Delhi,20000,black,Petrol,34999,2011,FirstOwner,http://www.bikedekho.com/
36351,"Bajaj Pulsar 150cc Dtsi",Bangalore,60000,black,Petrol,21500,2006,FirstOwner,http://www.bikedekho.com/
36352,"Bajaj Discover 125 STD",Bangalore,22000,black,Petrol,32500,2011,SecondOwner,http://www.bikedekho.com/
36353,"Honda CBR 250R Standard",Bangalore,3300,red,Petrol,150000,2014,FirstOwner,http://www.bikedekho.com/
36357,"Suzuki Access 125cc",Bangalore,15000,black,Petrol,37000,2013,FirstOwner,http://www.bikedekho.com/
36413,"Hero Honda Karizma Zmr Pgm Fi",Mumbai,9000,black,Petrol,45000,2012,FirstOwner,http://www.bikedekho.com/
36423,"Yamaha RX 100 STD",Mumbai,90000,black,Petrol,17000,1995,SecondOwner,http://www.bikedekho.com/
36426,"Honda CB Dazzler Sports",Mumbai,8000,black,Petrol,33999,2010,FirstOwner,http://www.bikedekho.com/
36427,"Honda Unicorn Alloy",Mumbai,9000,black,Petrol,60000,2014,FirstOwner,http://www.bikedekho.com/
36428,"Honda Unicorn Alloy",Mumbai,40000,black,Petrol,22999,2007,SecondOwner,http://www.bikedekho.com/
36429,"Bajaj Discover 100",Mumbai,9900,black,Petrol,34000,2013,FirstOwner,http://www.bikedekho.com/
36430,"Yamaha RX 100 STD",Bangalore,40000,red,Petrol,25000,1986,ThirdOwner,http://www.bikedekho.com/
36434,"Suzuki Zeus 125DU",Bangalore,24000,grey,Petrol,22000,2007,FirstOwner,http://www.bikedekho.com/
36435,"Suzuki Fiero STD",Bangalore,60000,black,Petrol,26999,2000,SecondOwner,http://www.bikedekho.com/
36436,"Bajaj Discover 150 S Disc",Bangalore,9800,black,Petrol,42000,2011,FirstOwner,http://www.bikedekho.com/
36437,"Bajaj Pulsar 220F Dtsi",Bangalore,30000,black,Petrol,38000,2008,FirstOwner,http://www.bikedekho.com/
36439,"Bajaj Pulsar 220F Dtsi",Delhi,50000,black,Petrol,41500,2011,FirstOwner,http://www.bikedekho.com/
36440,"Bajaj Pulsar 180cc Dtsi",Delhi,48000,red,Petrol,29999,2010,SecondOwner,http://www.bikedekho.com/
36441,"Bajaj Pulsar 150cc Dtsi",Delhi,30000,red,Petrol,35000,2011,FirstOwner,http://www.bikedekho.com/
36442,"Bajaj Pulsar 135",Delhi,17000,red,Petrol,27999,2010,SecondOwner,http://www.bikedekho.com/
36457,"Hero Motocorp Ignitor 125 Drum",Delhi,34500,white,Petrol,42000,2013,FirstOwner,http://www.bikedekho.com/
36468,"Royal Enfield Thunderbird 500",Mumbai,7000,black,Petrol,140000,2014,FirstOwner,http://www.bikedekho.com/
36469,"Yamaha FZ S",Mumbai,35000,black,Petrol,39499,2010,FirstOwner,http://www.bikedekho.com/
36472,"Bajaj Pulsar 150cc Dtsi",Mumbai,40000,black,Petrol,24999,2007,FirstOwner,http://www.bikedekho.com/
36473,"Bajaj Pulsar 150cc Dtsi",Mumbai,25000,black,Petrol,15000,2004,SecondOwner,http://www.bikedekho.com/
36474,"Honda Unicorn Alloy",Bangalore,10150,silver,Petrol,70000,2014,FirstOwner,http://www.bikedekho.com/
36475,"Bajaj Pulsar 150cc Dtsi",Bangalore,70000,black,Petrol,24000,2005,FirstOwner,http://www.bikedekho.com/
36476,"Hero Honda Splendor Plus",Bangalore,56000,black,Petrol,23999,2003,SecondOwner,http://www.bikedekho.com/
36478,"Bajaj Avenger 220",Bangalore,9000,blue,Petrol,81000,2014,FirstOwner,http://www.bikedekho.com/
36479,"Royal Enfield Bullet 350",Delhi,60000,blue,Petrol,64000,2000,FourthOwner,http://www.bikedekho.com/
36480,"Hero Honda Passion Pro",Delhi,10200,black,Petrol,32000,2013,FirstOwner,http://www.bikedekho.com/
36481,"Royal Enfield Bullet 350 Twinspark",Delhi,18000,silver,Petrol,80000,2012,SecondOwner,http://www.bikedekho.com/
36498,"Bajaj Pulsar 150cc Dtsi",Mumbai,22000,black,Petrol,49000,2012,SecondOwner,http://www.bikedekho.com/
36515,"Honda Activa 3G DLX",Delhi,22000,red,Petrol,29000,2014,FirstOwner,http://www.bikedekho.com/
36519,"Hero Honda Passion Pro",Bangalore,13000,black,Petrol,44999,2013,FirstOwner,http://www.bikedekho.com/
36520,"Bajaj Discover 135cc Dtsi",Bangalore,26000,black,Petrol,28000,2009,SecondOwner,http://www.bikedekho.com/
36521,"Bajaj Pulsar 150cc Dtsi",Bangalore,26900,blue,Petrol,41500,2011,FirstOwner,http://www.bikedekho.com/
36525,"TVS Apache RTR 160",Mumbai,22000,red,Petrol,25000,2008,ThirdOwner,http://www.bikedekho.com/
36526,"Yamaha FZ S",Mumbai,22000,black,Petrol,39000,2009,FirstOwner,http://www.bikedekho.com/
36528,"Bajaj Pulsar 150cc Dtsi",Mumbai,24000,black,Petrol,14999,2004,FirstOwner,http://www.bikedekho.com/
36530,"Hero Honda Ambition Drum Kick",Mumbai,15000,black,Petrol,14500,2008,FirstOwner,http://www.bikedekho.com/
36531,"Yamaha SZ RR",Mumbai,31000,black,Petrol,26000,2012,FirstOwner,http://www.bikedekho.com/
36593,"Honda Shine Self Drum Alloy",Delhi,17700,grey,Petrol,38000,2014,FirstOwner,http://www.bikedekho.com/
36623,"Honda Shine Self Disc Alloy",Mumbai,15000,black,Petrol,37000,2011,FirstOwner,http://www.bikedekho.com/
36637,"Bajaj Pulsar 220F Dtsi",Mumbai,25000,red,Petrol,32000,2009,SecondOwner,http://www.bikedekho.com/
36651,"Honda Activa",Bangalore,18000,black,Petrol,55000,2014,FirstOwner,http://www.bikedekho.com/
36652,"Royal Enfield Classic 500",Bangalore,600,maroon,Petrol,180000,2015,FirstOwner,http://www.bikedekho.com/
36653,"Royal Enfield Bullet 350 Twinspark",Bangalore,16000,silver,Petrol,130000,2014,FirstOwner,http://www.bikedekho.com/
36654,"Suzuki Fiero STD",Bangalore,55000,red,Petrol,28000,2001,SecondOwner,http://www.bikedekho.com/
36655,"Royal Enfield Classic 500",Bangalore,23000,green,Petrol,100000,2010,ThirdOwner,http://www.bikedekho.com/
36656,"Royal Enfield Machismo 350",Bangalore,36000,silver,Petrol,99999,2005,FirstOwner,http://www.bikedekho.com/
36657,"TVS Apache RTR 160",Bangalore,8400,yellow,Petrol,64000,2013,FirstOwner,http://www.bikedekho.com/
36658,"TVS Apache RTR 160",Bangalore,43000,red,Petrol,35000,2009,SecondOwner,http://www.bikedekho.com/
36659,"Yamaha SZ RR",Bangalore,17000,black,Petrol,45999,2012,FirstOwner,http://www.bikedekho.com/
36660,"Yamaha YZF R15 Version 2.0",Bangalore,10000,blue,Petrol,120000,2014,FirstOwner,http://www.bikedekho.com/
36661,"Yamaha RX 135 STD",Bangalore,90000,green,Petrol,84000,2001,ThirdOwner,http://www.bikedekho.com/
36662,"Yamaha YZF R15 Version 2.0",Bangalore,20000,red,Petrol,77000,2012,SecondOwner,http://www.bikedekho.com/
36663,"Yamaha FZ16",Bangalore,40000,black,Petrol,33000,2008,SecondOwner,http://www.bikedekho.com/
36664,"Yamaha YZF R15 Version 2.0",Bangalore,12000,black,Petrol,100000,2014,FirstOwner,http://www.bikedekho.com/
36666,"Yamaha RX 100 STD",Bangalore,42000,red,Petrol,24000,1994,SecondOwner,http://www.bikedekho.com/
36667,"Yamaha Fazer Sport",Bangalore,28000,red,Petrol,22999,2005,FirstOwner,http://www.bikedekho.com/
36678,"Bajaj Pulsar 150cc Dtsi",Mumbai,55000,black,Petrol,19000,2006,SecondOwner,http://www.bikedekho.com/
36679,"Bajaj Pulsar 200 NS",Mumbai,13660,red,Petrol,50000,2013,FirstOwner,http://www.bikedekho.com/
36680,"Bajaj Pulsar 220F Dtsi",Mumbai,60000,black,Petrol,38000,2008,FirstOwner,http://www.bikedekho.com/
36681,"Bajaj Pulsar 200 NS",Mumbai,21255,black,Petrol,25999,2007,FirstOwner,http://www.bikedekho.com/
36682,"Bajaj Pulsar 180cc Dtsi",Mumbai,55000,blue,Petrol,15500,2002,SecondOwner,http://www.bikedekho.com/
36684,"KTM Duke 200",Mumbai,7000,orange,Petrol,95000,2013,FirstOwner,http://www.bikedekho.com/
36685,"Bajaj Pulsar 150cc Dtsi",Mumbai,45000,red,Petrol,25000,2006,FirstOwner,http://www.bikedekho.com/
36686,"KTM Duke 390",Mumbai,11000,white,Petrol,76999,2012,SecondOwner,http://www.bikedekho.com/
36687,"Bajaj Pulsar 180cc Dtsi",Mumbai,33000,black,Petrol,40000,2012,FirstOwner,http://www.bikedekho.com/
36688,"Bajaj Pulsar 150cc Dtsi",Mumbai,50000,red,Petrol,23999,2007,FirstOwner,http://www.bikedekho.com/
36689,"Bajaj Pulsar 150cc Dtsi",Mumbai,50964,black,Petrol,16499,2006,SecondOwner,http://www.bikedekho.com/
36690,"Bajaj Pulsar 180cc Dtsi",Mumbai,27000,blue,Petrol,23000,2008,FirstOwner,http://www.bikedekho.com/
36692,"Hero Honda Cbz Xtreme Self Start",Mumbai,40000,black,Petrol,24999,2007,FirstOwner,http://www.bikedekho.com/
36693,"Hero Honda Glamour",Mumbai,80000,silver,Petrol,20000,2008,SecondOwner,http://www.bikedekho.com/
36694,"Hero Honda Splendor Plus",Mumbai,40000,silver,Petrol,19000,2005,FirstOwner,http://www.bikedekho.com/
36695,"Hero Honda CBZ Disc",Mumbai,27000,red,Petrol,11999,2000,FirstOwner,http://www.bikedekho.com/
36696,"Hero Honda Karizma Zmr Pgm Fi",Mumbai,27000,black,Petrol,41000,2011,ThirdOwner,http://www.bikedekho.com/
36697,"Honda Unicorn Alloy",Mumbai,45000,black,Petrol,27999,2005,FirstOwner,http://www.bikedekho.com/
36698,"Honda CB Twister Self Disc Alloy",Mumbai,40000,black,Petrol,31000,2010,FirstOwner,http://www.bikedekho.com/
36699,"Honda Unicorn Alloy",Mumbai,36000,blue,Petrol,20000,2005,ThirdOwner,http://www.bikedekho.com/
36700,"Honda Unicorn Alloy",Mumbai,40000,black,Petrol,39999,2009,FirstOwner,http://www.bikedekho.com/
36701,"Kawasaki Eliminator 175",Mumbai,70000,black,Petrol,27999,2004,FirstOwner,http://www.bikedekho.com/
36702,"Royal Enfield Thunderbird 350",Mumbai,15000,black,Petrol,59000,2007,SecondOwner,http://www.bikedekho.com/
36703,"Bajaj Caliber 115",Mumbai,60000,black,Petrol,7000,2001,SecondOwner,http://www.bikedekho.com/
36704,"Royal Enfield Bullet Electra Twinspark",Mumbai,30000,black,Petrol,89999,2008,SecondOwner,http://www.bikedekho.com/
36705,"Royal Enfield Classic 350",Mumbai,9500,silver,Petrol,110000,2013,FirstOwner,http://www.bikedekho.com/
36706,"Royal Enfield Bullet Electra",Mumbai,5500,green,Petrol,120000,2013,FirstOwner,http://www.bikedekho.com/
36707,"TVS Star City Spoke",Mumbai,40000,black,Petrol,17000,2004,FirstOwner,http://www.bikedekho.com/
