pairId,id1,id2,label
194,conf/sigmod/MamoulisP99,304183,1
195,conf/sigmod/AcharyaPR99,304184,1
196,conf/sigmod/JagadishLS99,304186,1
197,conf/sigmod/AnkerstBKS99,304187,1
198,conf/sigmod/LometT99,304189,1
199,conf/sigmod/BreitbartKRSS99,304191,1
200,conf/sigmod/JagadishLMSV99,304194,1
201,conf/sigmod/Hidber99,304195,1
202,conf/sigmod/LakshmananNHP99,304196,1
203,conf/sigmod/AboulnagaC99,304198,1
204,conf/sigmod/LeeKC99,304200,1
205,conf/sigmod/Wu99,304202,1
206,conf/sigmod/MankuRL99,304204,1
207,conf/sigmod/ChaudhuriMN99,304206,1
208,conf/sigmod/AcharyaGPR99a,304207,1
209,conf/sigmod/HaasH99,304208,1
210,conf/sigmod/FlorescuLMS99,304210,1
211,conf/sigmod/MaratheS99,304211,1
212,conf/sigmod/ChangG99,304212,1
213,conf/sigmod/LabioYG99,304216,1
214,conf/sigmod/NatsevRS99,304217,1
215,conf/sigmod/DeutschFS99,304220,1
216,conf/sigmod/PapakonstantinouV99,304222,1
217,conf/sigmod/EmbleyJN99,304223,1
218,conf/sigmod/GarofalakisRRS99,304227,1
219,conf/sigmod/Dullmann99,304229,1
220,conf/sigmod/Chakrabarti99,304231,1
221,conf/sigmod/Suciu99,304233,1
222,conf/sigmod/CareyCNVDRSM99,304234,1
223,conf/sigmod/Brown99,304236,1
224,conf/sigmod/KanthRSB99,304240,1
225,conf/sigmod/Hammond99,304243,1
226,conf/sigmod/Team99,304244,1
227,conf/sigmod/BergstraesserBPS99,304248,1
228,conf/sigmod/DoRD99,304250,1
229,conf/sigmod/JarkeQBLMS99,304568,1
230,conf/sigmod/AdelbergD99,304576,1
231,conf/sigmod/BargaL99,304577,1
232,conf/sigmod/LiVCAHMWBCHIKSS99,304578,1
233,conf/sigmod/RundensteinerCLCZNJLW99,304579,1
234,conf/sigmod/ZhouLP99,304580,1
235,conf/sigmod/AcharyaGPR99,304581,1
236,conf/sigmod/BrodskySCE99,304582,1
237,conf/sigmod/BonnetBCCCHKMMOSS99,304583,1
238,conf/sigmod/RoussopoulosKS99,304584,1
239,conf/sigmod/BohlenBD99,304585,1
240,conf/sigmod/VossenW99,304586,1
241,conf/sigmod/BouguettayaBH99,304589,1
242,conf/sigmod/BaruGLMPVC99,304590,1
243,conf/sigmod/NgLHP98,276307,1
244,conf/sigmod/CherniackZ98,276311,1
245,conf/sigmod/GuhaRS98,276312,1
246,conf/sigmod/Bayardo98,276313,1
247,conf/sigmod/AgrawalGGR98,276314,1
248,conf/sigmod/KabraD98,276315,1
249,conf/sigmod/UrhanFA98,276317,1
250,conf/sigmod/KanthAS98,276320,1
251,conf/sigmod/KotidisR98,276327,1
252,conf/sigmod/DeshpandeRSN98,276328,1
253,conf/sigmod/NestorovAM98,276331,1
254,conf/sigmod/ChakrabartiDI98,276332,1
255,conf/sigmod/SubramanianV98,276333,1
256,conf/sigmod/ChanI98,276336,1
257,conf/sigmod/ChaudhuriN98,276337,1
258,conf/sigmod/AdaliBSS98,276340,1
259,conf/sigmod/FernandezFKLS98,276341,1
260,conf/sigmod/RajagopalanML98,276342,1
261,conf/sigmod/LometW98,276345,1
262,conf/sigmod/Stonebraker98,276348,1
263,conf/sigmod/AdamY98,276350,1
264,conf/sigmod/BerchtoldK98,276353,1
265,conf/sigmod/WhiteCF98,276355,1
266,conf/sigmod/Doherty98,276358,1
267,conf/sigmod/FranklinZ98,276360,1
268,conf/sigmod/LahiriJJC98,276366,1
269,conf/sigmod/Aulakh98,276367,1
270,conf/sigmod/Whelan98,276368,1
271,conf/sigmod/NaumanS98,276369,1
272,conf/sigmod/Brewer98,276372,1
273,conf/sigmod/LiS98,276374,1
274,conf/sigmod/LiuPTBBZBHY98,276376,1
275,conf/sigmod/OlstonWACELSS98,276377,1
276,conf/sigmod/AmbiteABKMMMPT98,276381,1
277,conf/sigmod/AvnurHLORRRW98,276383,1
278,conf/sigmod/KornackerSH98,276384,1
279,conf/sigmod/DarEGP98,276391,1
280,conf/sigmod/ChenWZ98,276392,1
281,conf/sigmod/LiYVGPUV98,276382,1
282,conf/sigmod/TsurUACMNR98,276306,1
283,conf/sigmod/ShintaniK98,276308,1
284,conf/sigmod/RaoR98,276309,1
285,conf/sigmod/Fegaras98,276310,1
286,conf/sigmod/JonssonFS98,276316,1
287,conf/sigmod/BerchtoldBK98,276318,1
288,conf/sigmod/SeidlK98,276319,1
289,conf/sigmod/CluetDSS98,276321,1
290,conf/sigmod/Miller98,276322,1
291,conf/sigmod/Cohen98,276323,1
292,conf/sigmod/GrumbachRS98,276324,1
293,conf/sigmod/PapadopoulosM98,276325,1
294,conf/sigmod/HjaltasonS98,276326,1
295,conf/sigmod/ZhaoDNS98,276329,1
296,conf/sigmod/Adelberg98,276330,1
297,conf/sigmod/GibbonsM98,276334,1
298,conf/sigmod/SarawagiTA98,276335,1
299,conf/sigmod/JaedickeM98,276338,1
300,conf/sigmod/GodfreySE98,276339,1
301,conf/sigmod/ChaudhuriMN98,276343,1
302,conf/sigmod/MatiasVW98,276344,1
303,conf/sigmod/LarsonG98,276346,1
304,conf/sigmod/AndersonBKW98,276347,1
305,conf/sigmod/Mylopoulos98,276349,1
306,conf/sigmod/KemperKM98,276351,1
307,conf/sigmod/ClossmanSHKPB98,276352,1
308,conf/sigmod/BlakeleyP98,276354,1
309,conf/sigmod/ReinwaldP98,276356,1
310,conf/sigmod/Eaton98,276357,1
311,conf/sigmod/Spiro98,276359,1
312,conf/sigmod/Chan98,276362,1
313,conf/sigmod/NgLK98,276364,1
314,conf/sigmod/AndersonAF98,276365,1
315,conf/sigmod/Chong98,276370,1
316,conf/sigmod/Lassettre98,276371,1
317,conf/sigmod/Kennamer98,276373,1
318,conf/sigmod/MeccaAMMS98,276375,1
319,conf/sigmod/ChaudhuriN98a,276378,1
320,conf/sigmod/KiepuszewskiMO98,276379,1
321,conf/sigmod/Cohen98a,276380,1
322,conf/sigmod/LacroixSC98,276385,1
323,conf/sigmod/BaumannDFRW98,276386,1
324,conf/sigmod/ParkKKLPC98,276387,1
325,conf/sigmod/ZaianeHLCC98,276388,1
326,conf/sigmod/Toyama98,276389,1
327,conf/sigmod/CeriFP98,276390,1
328,conf/sigmod/BerchtoldBBKK97,253263,1
329,conf/sigmod/KornackerMH97,253272,1
330,conf/sigmod/RoussopoulosKR97,253276,1
331,conf/sigmod/ZhaoDN97,253288,1
332,conf/sigmod/AcharyaFZ97,253293,1
333,conf/sigmod/GriffinH97,253304,1
334,conf/sigmod/BrinMUT97,253325,1
335,conf/sigmod/BrinMS97,253327,1
336,conf/sigmod/KornJF97,253332,1
337,conf/sigmod/LivnyRBCDLMW97,253335,1
338,conf/sigmod/PatelYKTNBHRLEKGDN97,253342,1
339,conf/sigmod/GebhardtJJ97,253344,1
340,conf/sigmod/BozkayaO97,253345,1
341,conf/sigmod/AgrawalASY97,253355,1
342,conf/sigmod/LlirbatFS97,253357,1
343,conf/sigmod/YangM97,253361,1
344,conf/sigmod/JajodiaSSB97,253364,1
345,conf/sigmod/Kramer97,253372,1
346,conf/sigmod/CruzALRZ97,253376,1
347,conf/sigmod/LivnyRBCDLMW97a,253379,1
348,conf/sigmod/HanKS97,253404,1
349,conf/sigmod/RafieiM97,253264,1
350,conf/sigmod/ChawatheG97,253266,1
351,conf/sigmod/ONeilQ97,253268,1
352,conf/sigmod/ZaharioudakisC97,253269,1
353,conf/sigmod/HoAMS97,253274,1
354,conf/sigmod/MumickQM97,253277,1
355,conf/sigmod/TsueiPK97,253279,1
356,conf/sigmod/DoppelhammerHKK97,253280,1
357,conf/sigmod/AdelbergGW97,253287,1
358,conf/sigmod/HellersteinHW97,253291,1
359,conf/sigmod/GravanoCGP97,253299,1
360,conf/sigmod/CareyK97,253302,1
361,conf/sigmod/Arpaci-DusseauACHP97,253322,1
362,conf/sigmod/HanKK97,253330,1
363,conf/sigmod/MaheshwariL97,253338,1
364,conf/sigmod/KoudasS97,253340,1
365,conf/sigmod/KatayamaS97,253347,1
366,conf/sigmod/ShivakumarG97,253349,1
367,conf/sigmod/QuassW97,253352,1
368,conf/sigmod/ColbyKLMR97,253353,1
369,conf/sigmod/MotakisZ97,253359,1
370,conf/sigmod/GeorgeH97,253362,1
371,conf/sigmod/GuptaHR97,253366,1
372,conf/sigmod/Shasha97,253368,1
373,conf/sigmod/CareyMN97,253370,1
374,conf/sigmod/ChaudhuriD97,253373,1
375,conf/sigmod/Chaudhuri97,253374,1
376,conf/sigmod/GoyalHKMSZ97,253377,1
377,conf/sigmod/LiCHH97,253384,1
378,conf/sigmod/BressanGFJHKLMPQSS97,253389,1
379,conf/sigmod/AtzeniT97,253393,1
380,conf/sigmod/HammerGNYBV97,253395,1
381,conf/sigmod/GingrasLSPS97,253397,1
382,conf/sigmod/GeneserethKD97,253400,1
383,conf/sigmod/BohrerBBCFHKKMNRRSUUW97a,253401,1
384,conf/sigmod/TomasicABKNR97,253402,1
385,conf/sigmod/FernandezFKLS97,253403,1
386,conf/sigmod/LabioZWGGW97,253405,1
387,conf/sigmod/WangSCRZP97,253406,1
388,conf/sigmod/BerchtoldK97,253407,1
389,conf/sigmod/SeshadriP97,253408,1
390,conf/sigmod/Chakravarthy97,253409,1
391,conf/sigmod/WodtkeWWDM97,253411,1
392,conf/sigmod/IoannidisLANT97,253415,1
393,conf/sigmod/SimmenSM96,233320,1
394,conf/sigmod/OConnellISWABCCLPWW96,233321,1
395,conf/sigmod/OzdenRSS96,233322,1
396,conf/sigmod/Blakeley96,233329,1
397,conf/sigmod/LibkinMW96,233335,1
398,conf/sigmod/Agarwal96,233336,1
399,conf/sigmod/GangulyGMS96,233340,1
400,conf/sigmod/KrishnanVI96,233341,1
401,conf/sigmod/BrownCL96,233351,1
402,conf/sigmod/ChristophidesCM96,233358,1
403,conf/sigmod/SeshadriHPLRSSS96,233360,1
404,conf/sigmod/ColbyGLMT96,233364,1
405,conf/sigmod/HullZ96,233365,1
406,conf/sigmod/ChawatheRGW96,233366,1
407,conf/sigmod/BunemanDHS96,233368,1
408,conf/sigmod/NguyenS96,233371,1
409,conf/sigmod/Keim96,280349,1
410,conf/sigmod/Han96,280351,1
411,conf/sigmod/LeflerSW96,280354,1
412,conf/sigmod/HanFWCZK96,280356,1
413,conf/sigmod/HungYK96,280360,1
414,conf/sigmod/BilirisFOP96,280362,1
415,conf/sigmod/SrikantA96,233311,1
416,conf/sigmod/FukudaMMT96,233313,1
417,conf/sigmod/SelfridgeSW96,233315,1
418,conf/sigmod/VanceM96,233317,1
419,conf/sigmod/GoelI96,233318,1
420,conf/sigmod/ChaudhuriG96,233323,1
421,conf/sigmod/ZhangRL96,233324,1
422,conf/sigmod/ZouS96,233325,1
423,conf/sigmod/AchyutuniON96,233326,1
424,conf/sigmod/AdaliCPS96,233327,1
425,conf/sigmod/FranklinJK96,233328,1
426,conf/sigmod/GrayHOS96,233330,1
427,conf/sigmod/HillyerS96,233332,1
428,conf/sigmod/HarinarayanRU96,233333,1
429,conf/sigmod/RaoBG96,233334,1
430,conf/sigmod/LoR96,233337,1
431,conf/sigmod/PatelD96,233338,1
432,conf/sigmod/PoosalaIHS96,233342,1
433,conf/sigmod/DohertyHR96,233344,1
434,conf/sigmod/LiskovACDGGMMS96,233346,1
435,conf/sigmod/Tajima96,233349,1
436,conf/sigmod/GarofalakisI96,233352,1
437,conf/sigmod/CookKWZ96,233354,1
438,conf/sigmod/McAuliffeCS96,233355,1
439,conf/sigmod/CherniackZ96,233356,1
440,conf/sigmod/HellersteinN96,233359,1
441,conf/sigmod/RossSS96,233361,1
442,conf/sigmod/MorpainCFP96,233362,1
443,conf/sigmod/GoyalHKMS96,233369,1
444,conf/sigmod/FernandezS96,280347,1
445,conf/sigmod/Bernstein96,280348,1
446,conf/sigmod/Mohan96,280350,1
447,conf/sigmod/PiatkoYLS96,280352,1
448,conf/sigmod/BohmA96,280353,1
449,conf/sigmod/QuassWGHLMNRRAUW96,280355,1
450,conf/sigmod/ChooOLCGBPS96,280357,1
451,conf/sigmod/DogacHKOONDMAKE96,280358,1
452,conf/sigmod/FukudaMMT96a,280359,1
453,conf/sigmod/RundensteinerKRCJM96,280361,1
454,conf/sigmod/RothAHCCFSTW96,280363,1
455,conf/sigmod/BerensonBGMOO95,223785,1
456,conf/sigmod/AdyaGLM95,223787,1
457,conf/sigmod/Freeston95,223796,1
458,conf/sigmod/ShatdalN95,223801,1
459,conf/sigmod/FaloutsosL95,223812,1
460,conf/sigmod/ParkCY95,223813,1
461,conf/sigmod/AcharyaAFZ95,223816,1
462,conf/sigmod/GuptaMR95,223817,1
463,conf/sigmod/HouZ95,223840,1
464,conf/sigmod/IoannidisP95,223841,1
465,conf/sigmod/AdelbergGK95,223842,1
466,conf/sigmod/DavisonG95,223845,1
467,conf/sigmod/LuMSS95,223850,1
468,conf/sigmod/BersonGM95,223852,1
469,conf/sigmod/AbiteboulCM95,223854,1
470,conf/sigmod/BrinDG95,223855,1
471,conf/sigmod/Gettys95,223860,1
472,conf/sigmod/Hope95,223861,1
473,conf/sigmod/Ivinskis95,223862,1
474,conf/sigmod/WoelkBJOTU95,223867,1
475,conf/sigmod/Squire95,223869,1
476,conf/sigmod/Olson95,223873,1
477,conf/sigmod/Kleissner95,223875,1
478,conf/sigmod/BaruFGHJPW95,223876,1
479,conf/sigmod/ImielinskiV95,223885,1
480,conf/sigmod/RadekeBBEKKN95,223894,1
481,conf/sigmod/MoleskyR95,223786,1
482,conf/sigmod/BrodskyK95,223788,1
483,conf/sigmod/FegarasM95,223789,1
484,conf/sigmod/GardarinMP95,223791,1
485,conf/sigmod/RoussopoulosKV95,223794,1
486,conf/sigmod/PapadiasTSE95,223798,1
487,conf/sigmod/WilschutFA95,223803,1
488,conf/sigmod/HernandezS95,223807,1
489,conf/sigmod/RamaswamyK95,223809,1
490,conf/sigmod/ArefBV95,223811,1
491,conf/sigmod/WhiteD95,223814,1
492,conf/sigmod/BettiniWBJ95,223843,1
493,conf/sigmod/SistlaW95,223844,1
494,conf/sigmod/DuSD95,223846,1
495,conf/sigmod/BhargavaGI95,223847,1
496,conf/sigmod/ZhugeGHW95,223848,1
497,conf/sigmod/GriffinL95,223849,1
498,conf/sigmod/FreedmanD95,223851,1
499,conf/sigmod/DanS95,223853,1
500,conf/sigmod/ChaudhuriDY95,223856,1
501,conf/sigmod/Team95,223857,1
502,conf/sigmod/Team95c,223858,1
503,conf/sigmod/Moore95,223859,1
504,conf/sigmod/BunemanM95,223863,1
505,conf/sigmod/Gray95,223864,1
506,conf/sigmod/Ellison95,277954,1
507,conf/sigmod/Epstein95,277955,1
508,conf/sigmod/Golding95,223865,1
509,conf/sigmod/Shyy95,223866,1
510,conf/sigmod/Edelstein95,223868,1
511,conf/sigmod/Bampahl95,223870,1
512,conf/sigmod/French95,223871,1
513,conf/sigmod/Perna95,223872,1
514,conf/sigmod/Atkinson95,223874,1
515,conf/sigmod/Gerber95,223877,1
516,conf/sigmod/Levine95,223878,1
517,conf/sigmod/MattosM95,223881,1
518,conf/sigmod/Sheth95,223882,1
519,conf/sigmod/Norrie95,223883,1
520,conf/sigmod/Gibson95,223884,1
521,conf/sigmod/CeriFPP95,223886,1
522,conf/sigmod/ColletC95,223887,1
523,conf/sigmod/AshleyFHLNP95,223888,1
524,conf/sigmod/BuchmannDZH95,223889,1
525,conf/sigmod/MassariPSC95,223890,1
526,conf/sigmod/ShklarSKT95,223891,1
527,conf/sigmod/ThomasDM95,223892,1
528,conf/sigmod/GatziuGD95,223893,1
529,conf/sigmod/KeimK95,223895,1
530,conf/sigmod/HammerGIPUW95,223896,1
531,conf/sigmod/LiC95,223897,1
532,conf/sigmod/Team95a,223898,1
533,conf/sigmod/Team95b,223899,1
534,conf/sigmod/WangZS95,223900,1
535,conf/sigmod/GrossmanHQ95,223901,1
536,conf/sigmod/DreyerDS95,223902,1
537,conf/sigmod/JonkerS95,223903,1
538,conf/sigmod/HuangSW94,191845,1
539,conf/sigmod/ImielinskiVB94,191846,1
540,conf/sigmod/BilirisDGJR94,191848,1
541,conf/sigmod/MohanN94,191849,1
542,conf/sigmod/ZhangNBB94,191850,1
543,conf/sigmod/GibbsBT94,191856,1
544,conf/sigmod/WangCMSSZ94,191863,1
545,conf/sigmod/ChenR94,191874,1
546,conf/sigmod/SwamiS94,191877,1
547,conf/sigmod/NybergBCGL94,191884,1
548,conf/sigmod/VingralekBW94,191889,1
549,conf/sigmod/KrollW94,191891,1
550,conf/sigmod/ChristophidesACS94,191901,1
551,conf/sigmod/CareyFZ94,191911,1
552,conf/sigmod/FaloutsosRM94,191925,1
553,conf/sigmod/DarR94,191928,1
554,conf/sigmod/Dietterich94,191931,1
555,conf/sigmod/Martin94,191936,1
556,conf/sigmod/Vaskevitch94,191942,1
557,conf/sigmod/BilirisP94,191983,1
558,conf/sigmod/BrinkhoffKSS94a,191988,1
559,conf/sigmod/Mohan94,191990,1
560,conf/sigmod/Jagadish94,191991,1
561,conf/sigmod/Ballinger94,191944,1
562,conf/sigmod/BarbaraI94,191844,1
563,conf/sigmod/Ahn94,191847,1
564,conf/sigmod/BersonGMJ94,191852,1
565,conf/sigmod/MumickP94,191860,1
566,conf/sigmod/GravanoGT94,191869,1
567,conf/sigmod/IoannidisL94,191870,1
568,conf/sigmod/ColeG94,191872,1
569,conf/sigmod/HsiaoCY94,191879,1
570,conf/sigmod/BrinkhoffKSS94,191880,1
571,conf/sigmod/LoR94,191881,1
572,conf/sigmod/PangCL94,191882,1
573,conf/sigmod/GraySEBW94,191886,1
574,conf/sigmod/DewanSHH94,191893,1
575,conf/sigmod/TomasicGS94,191896,1
576,conf/sigmod/ConsensM94,191898,1
577,conf/sigmod/Hellerstein94,191904,1
578,conf/sigmod/KemperMPS94,191906,1
579,conf/sigmod/Galindo-Legaria94,191908,1
580,conf/sigmod/CookWZ94,191913,1
581,conf/sigmod/CareyDFHMNSSTTWZ94,191915,1
582,conf/sigmod/WhiteD94,191919,1
583,conf/sigmod/McIverK94,191924,1
584,conf/sigmod/SeshadriLR94,191926,1
585,conf/sigmod/SagonasSW94,191927,1
586,conf/sigmod/Carey94,191929,1
587,conf/sigmod/DanielsDDEHJJLSSS94,191930,1
588,conf/sigmod/GorelikWD94,191932,1
589,conf/sigmod/LaursenOP94,191933,1
590,conf/sigmod/Kulkarni94,191935,1
591,conf/sigmod/Cattell94,191937,1
592,conf/sigmod/Kim94,191938,1
593,conf/sigmod/Ubell94,191939,1
594,conf/sigmod/Pirahesh94,191941,1
595,conf/sigmod/Englert94,191945,1
596,conf/sigmod/Fernandez94,191947,1
597,conf/sigmod/Melling94,191948,1
598,conf/sigmod/SinghTW94,191949,1
599,conf/sigmod/FlokstraKS94,191951,1
600,conf/sigmod/BryanMCLG94,191955,1
601,conf/sigmod/MissikoffT94,191958,1
602,conf/sigmod/KuhnTS94,191963,1
603,conf/sigmod/GrossmanQ94,191965,1
604,conf/sigmod/TheodoulidisAACKS94,191967,1
605,conf/sigmod/SagonasSW94a,191970,1
606,conf/sigmod/DogacAEOADAOS94,197137,1
