pairId:INTEGER,DBLP.id:TEXT,ACM.id:TEXT
164,conf/sigmod/BonnetBCCCHKMMOSS99,304583
165,conf/sigmod/RoussopoulosKR97,304584
166,conf/vldb/RoussopoulosK98,304584
167,conf/vldb/CarinoOBS99,304584
168,conf/sigmod/RoussopoulosKS99,304584
169,conf/vldb/RiedelGF98,304584
170,conf/sigmod/KotidisR98,304584
171,conf/vldb/CohenMKS03,304585
172,conf/vldb/Blecken00,304585
173,conf/sigmod/TheobaldW02,304585
174,conf/vldb/IpeirotisG02,304585
175,conf/vldb/AnandBH94,304585
176,conf/sigmod/SagonasSW94,304585
177,conf/sigmod/WangSSZZW00,304585
178,conf/sigmod/BohlenBD99,304585
179,conf/sigmod/BerchtoldK97,304585
180,conf/vldb/HellersteinNP95,304585
181,conf/vldb/DayalHL01,306112
182,journals/sigmod/JenningsNF98,306112
183,conf/vldb/ZengBNN01,306112
184,conf/vldb/CasatiDGS01,306112
185,conf/sigmod/Team99,306112
186,journals/sigmod/QuixSJ02,306112
187,conf/vldb/SayalCDS02,306112
188,journals/sigmod/WenLMZ03,306112
189,journals/sigmod/Kim02,306112
190,conf/vldb/Deshpande00,306112
191,conf/sigmod/DavulcuFKR99,306115
192,journals/sigmod/ReichB98,306115
193,conf/vldb/Gentili01,306115
194,conf/vldb/SeshadriLR96,306119
195,journals/sigmod/ArpinarD00,306119
196,journals/sigmod/ChristoffelPSL98,306119
197,journals/vldb/DerrMP94,306119
198,conf/sigmod/LibkinMW96,306119
199,journals/sigmod/BollKB98,306119
200,conf/vldb/HoskingC99,306119
201,conf/sigmod/ThomasDM95,306119
202,conf/vldb/KiesslingK02,306119
203,journals/vldb/ShyyASL96,306119
204,conf/vldb/ChoenniV00,306119
205,conf/vldb/MuthOPW98,306119
206,journals/sigmod/Ouksel02,306124
207,conf/vldb/Draluk01,306124
208,journals/sigmod/AnyanwuS02,306124
209,conf/sigmod/GarofalakisRRS99,306124
210,journals/sigmod/Han98,306124
211,conf/vldb/OhuraTPK02,306124
212,conf/sigmod/Hidber99,306124
213,journals/sigmod/BuchnerM98,306124
214,conf/vldb/PedersenJD99,306124
215,journals/vldb/DattaDVRN01,306124
216,conf/vldb/DuttaDMRT00,306124
217,conf/vldb/ZemankovaI94,306102
218,journals/sigmod/BichlerSZ98,306102
219,conf/vldb/Schek00,306102
220,conf/vldb/Brodie00,306102
221,journals/sigmod/Danish98,306103
222,conf/sigmod/AdamY98,306105
223,journals/sigmod/Badia02,306105
224,conf/vldb/AgrawalSX02,306105
225,journals/tods/SistlaWYS98,306105
226,conf/sigmod/Ozsu99,306105
227,journals/sigmod/Domingo-FerrerH98,306105
228,journals/sigmod/QuixSJ02,306105
229,conf/vldb/MorishimaKKT01,306105
230,journals/sigmod/MeltzerC98,306105
231,conf/vldb/AbiteboulACEMM99,306105
232,conf/vldb/Tygar98,306105
233,journals/sigmod/DogacDATKCD98,306109
234,journals/vldb/SheikholeslamiCZ00,304571
235,conf/sigmod/WangWYY02,304571
236,journals/sigmod/Bertram94,304571
237,conf/sigmod/SlivinskasJS01,304571
238,conf/sigmod/ZhangRL96,304571
239,conf/vldb/CareyKSSS00,304571
240,conf/sigmod/LiuPBHPT00,304571
241,conf/vldb/LiPHCAAT03,304571
242,conf/vldb/LiRS99,304571
243,conf/vldb/LaneEN00,304571
244,conf/vldb/GalanisWJD03,304571
245,conf/vldb/KraissW97,304571
246,conf/vldb/BrightR02,304571
247,conf/sigmod/RodriguezR00,304571
248,conf/vldb/DoDJJR98,304571
249,conf/sigmod/RamaswamyRS00,304571
250,conf/vldb/SeifertS02,304571
251,conf/vldb/MeccaCM01,304571
252,conf/vldb/Madnick95,304571
253,conf/sigmod/AltinelABFSZ99,304571
254,conf/vldb/RosenthalS94,304571
255,conf/vldb/Padmanabhan96,304571
256,conf/vldb/VeltriCV01,304571
257,journals/sigmod/Ouksel02,304570
258,journals/sigmod/TanakaV01,304570
259,conf/vldb/AmbiteKKMST01,304570
260,journals/sigmod/KambhampatiK03,304570
261,conf/sigmod/CrescenziMM02,304570
262,conf/sigmod/LiVCAHMWBCHIKSS99,304570
263,conf/sigmod/LiuHBPT99,304570
264,conf/vldb/BaumgartnerFG01,304570
265,conf/sigmod/AgichteinG03,304570
266,journals/sigmod/LaenderRST02,304570
267,journals/tods/KonopnickiS98,304570
268,conf/vldb/SizovGT03,304570
269,conf/vldb/MeccaCM01,304570
270,conf/sigmod/WangTYGWP02,304570
271,conf/vldb/Sarawagi02,304570
272,journals/sigmod/Ouksel03,304570
273,journals/sigmod/ShethM02,304570
274,journals/vldb/BerendtS00,304570
275,journals/sigmod/FininJ02,304570
276,conf/sigmod/TomasicABKNR97,304570
277,conf/sigmod/BraumandlKK99,304573
278,conf/vldb/Malaika96,304573
279,journals/sigmod/Jhingran00,304572
280,conf/sigmod/ForlizziGNS00,304572
281,conf/sigmod/ChoiC02,304572
282,journals/tods/GutingBEJLSV00,304572
283,conf/sigmod/WolfsonSXZC99,304572
284,conf/sigmod/SaltenisJLL00,304572
285,conf/vldb/CareyD96,304572
286,conf/sigmod/DoRD99,304250
287,journals/sigmod/RamDD99,304250
288,conf/vldb/Tygar98,304250
289,conf/sigmod/BergstraesserBPS99,304248
290,conf/vldb/BernsteinHSSZ97,304248
291,journals/sigmod/Hammer02,304569
292,conf/vldb/LabioG96,304569
293,journals/sigmod/ChaudhuriD97,304569
294,conf/sigmod/IvesFFLW99,304569
295,conf/vldb/EsterKSWX98,304569
296,conf/vldb/NieKH03,304569
297,journals/sigmod/VetterliVS00,304569
298,conf/sigmod/Dietterich94,304569
299,conf/sigmod/FernandezS96,304569
300,journals/sigmod/BoucelmaCGJLL02,304569
301,conf/vldb/FlorescuKLP97,304569
302,journals/sigmod/Goethals02,304569
303,conf/vldb/BonifatiCDS01,304569
304,conf/vldb/YangKL97,304569
305,conf/vldb/BunkerCCMMW01,304569
306,conf/vldb/May01,304569
307,conf/sigmod/TrisoliniLN99,304569
308,conf/sigmod/HullZ96,304569
309,journals/sigmod/BergamaschiCV99,304569
310,conf/vldb/Huyn97,304569
311,conf/vldb/AbiteboulBMMW02,304569
312,conf/vldb/Kotidis01,304569
313,conf/vldb/JagadishNSSK97,304569
314,conf/vldb/PanRAMOHAMV02,304569
315,conf/vldb/Moerkotte98,304569
316,conf/vldb/Sarawagi02,304569
317,journals/sigmod/ArenasKKKMM03,304569
318,journals/sigmod/Halevy03,304569
319,conf/vldb/RosenthalS94,304569
320,conf/vldb/NetzCBF00,304569
321,conf/vldb/GuptaHQ95,304569
322,conf/sigmod/CarinoKKB01,304569
323,conf/vldb/GuptaM96,304569
324,conf/sigmod/BenediktCFFR03,304569
325,conf/vldb/Dayal99,304569
326,conf/vldb/JarkeKL00,304569
327,journals/tods/CuiWW00,304569
328,conf/sigmod/ChaudhuriD97,304569
329,conf/vldb/CuiW01,304568
330,conf/vldb/Garcia-MolinaLY98,304568
331,journals/sigmod/PapianiWDN99,304568
332,conf/vldb/Raghavan96,304568
333,conf/vldb/NieKH03,304568
334,conf/vldb/JermaineDO99,304568
335,journals/sigmod/VetterliVS00,304568
336,conf/sigmod/VitterW99,304568
337,conf/sigmod/TheobaldW02,304568
338,conf/vldb/Mohan96,304568
339,conf/sigmod/JarkeQBLMS99,304568
340,conf/vldb/CarusoCGLM00,304568
341,conf/vldb/FlorescuKLP97,304568
342,journals/sigmod/Anisimov03,304568
343,journals/sigmod/LawderK01,304568
344,conf/vldb/MiklauS03,304568
345,conf/vldb/CormodeDIM02,304568
346,conf/vldb/CasatiDGS01,304568
347,journals/vldb/KornLKF00,304568
348,conf/vldb/Taylor00,304568
349,conf/sigmod/JohnsonD03,304568
350,conf/sigmod/LitwinS00,304568
351,conf/vldb/BrightR02,304568
352,journals/vldb/CuiW03,304568
353,conf/sigmod/MumickQM97,304568
354,conf/sigmod/HullZ96,304568
355,conf/vldb/LubbersGJ03,304568
356,conf/vldb/KangC02,304568
357,conf/vldb/KornMZ03,304568
358,conf/sigmod/RiedelFGN00,304568
359,journals/sigmod/TomasicS97,304568
360,conf/sigmod/KanthRA02,304568
361,conf/vldb/LamKR02,304568
362,conf/sigmod/BarclaySG00,304568
363,conf/sigmod/JagadishLS99,304568
364,conf/vldb/Kuhn03,304568
365,conf/vldb/ScheuermannSV96,304568
366,conf/sigmod/DasuJMS02,304568
367,journals/sigmod/Chaudhri98,304568
368,conf/sigmod/BreunigKKS01,304568
369,conf/vldb/LabrinidisR01,304568
370,conf/vldb/KounevB02,304568
371,conf/sigmod/ChenZCKR01,304568
372,conf/vldb/TheodoratosS97,304568
373,conf/vldb/Padmanabhan96,304568
374,conf/sigmod/LabioZWGGW97,304568
375,conf/vldb/KoudasIM00,304568
376,conf/sigmod/FukudaMMT96,304568
377,conf/vldb/MaedaT01,304568
378,conf/vldb/MiloZ98,304568
379,conf/sigmod/Squire95,304568
380,conf/vldb/ChaudhuriS01,304568
381,conf/vldb/AnkerstBKS98,304568
382,conf/sigmod/RundensteinerCLCZNJLW99,304579
383,journals/sigmod/Ouksel02,304578
384,journals/sigmod/DAndreaJ96,304578
385,conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,304578
386,journals/sigmod/FernandezFLS97,304578
387,conf/sigmod/ChenDLT00,304578
388,conf/vldb/Sheth96,304578
389,journals/sigmod/Qian97,304578
390,conf/sigmod/TheodoulidisAACKS94,304578
391,conf/vldb/WuYCT95,304578
392,conf/sigmod/FernandezFKLS98,304578
393,conf/sigmod/HsuLG00,304578
394,conf/vldb/Sripada02,304578
395,conf/vldb/AggarwalY02,304578
396,journals/vldb/FangGM96,304578
397,conf/vldb/KonopnickiS95,304578
398,conf/vldb/ZengBNN01,304578
399,journals/sigmod/RafanelliBT96,304578
400,conf/vldb/Mohan96,304578
401,journals/sigmod/CruzKLSWY02,304578
402,conf/sigmod/ShklarSKT95,304578
403,journals/vldb/FiebigHKMNSW02,304578
404,journals/vldb/OzsuPSILM95,304578
405,conf/vldb/LudasaherGM00,304578
406,conf/vldb/NarayananS01,304578
407,conf/sigmod/HammerGIPUW95,304578
408,conf/vldb/AnandBH94,304578
409,conf/sigmod/FernandezFKLS97,304578
410,conf/sigmod/Kohler99,304578
411,conf/sigmod/MeccaAMMS98,304578
412,conf/sigmod/KotidisR99,304578
413,journals/tods/YanG99,304578
414,conf/vldb/PatonG01,304578
415,conf/sigmod/AgrawalES03,304578
416,journals/sigmod/TanakaV01,304578
417,conf/vldb/BrownS95,304578
418,conf/vldb/AmbiteKKMST01,304578
419,conf/sigmod/ZhouLP99,304578
420,journals/tods/RaschidL96,304578
421,journals/sigmod/KambhampatiK03,304578
422,conf/sigmod/LiVCAHMWBCHIKSS99,304578
423,conf/vldb/Sacks-Davis96,304578
424,conf/sigmod/LiuHBPT99,304578
425,journals/sigmod/RiekertMW97,304578
426,conf/vldb/BaumgartnerFG01,304578
427,conf/sigmod/HungYK96,304578
428,journals/sigmod/ACT-NET96,304578
429,journals/sigmod/FrewD97,304578
430,journals/sigmod/AbelTK97,304578
431,journals/sigmod/BallMRZ02,304578
432,conf/vldb/SindoniTABFGMPPT01,304578
433,journals/sigmod/ConstantopoulosCP01,304578
434,journals/tods/KonopnickiS98,304578
435,conf/vldb/SizovGT03,304578
436,conf/vldb/YanG95,304578
437,conf/sigmod/WangTYGWP02,304578
438,conf/sigmod/DreyerDS95,304578
439,conf/sigmod/RundensteinerCCSO00,304578
440,conf/sigmod/JonssonFS98,304578
441,conf/sigmod/GillmannWSWW00,304578
442,journals/sigmod/PuSW01,304578
443,journals/sigmod/WenLMZ03,304578
444,conf/vldb/RothOH99,304578
445,journals/sigmod/Ouksel03,304578
446,journals/sigmod/DadamK97,304578
447,journals/sigmod/ShethM02,304578
448,conf/vldb/GoodmanRS94,304578
449,conf/sigmod/VossenW99,304578
450,journals/sigmod/McHughAGQW97,304578
451,journals/sigmod/Sidell96,304578
452,journals/vldb/BerendtS00,304578
453,conf/vldb/ViverosNR96,304578
454,journals/sigmod/OoiST03,304578
455,journals/sigmod/FininJ02,304578
456,conf/vldb/BaumannFRW97,304578
457,conf/sigmod/Meseck01,304578
458,conf/sigmod/GeneserethKD97,304578
459,conf/sigmod/TomasicABKNR97,304578
460,journals/vldb/ChangG01,304581
461,journals/sigmod/FernandezFLS97,304581
462,conf/sigmod/ChenDLT00,304581
463,conf/sigmod/IvesFFLW99,304581
464,conf/vldb/LiuJ02,304581
465,journals/sigmod/MotroA03,304581
466,conf/vldb/ChangG00,304581
467,conf/vldb/KonopnickiS95,304581
468,conf/vldb/GarofalakisG01,304581
469,journals/vldb/ChakrabartiGRS01,304581
470,conf/vldb/GardarinST96,304581
471,conf/sigmod/AcharyaGPR99a,304581
472,conf/sigmod/ChenWZ98,304581
473,conf/sigmod/LiCHH97,304581
474,conf/vldb/AcharyaGP99,304581
475,conf/sigmod/AcharyaGP00,304581
476,journals/sigmod/BoscMP01,304581
477,conf/sigmod/AshleyFHLNP95,304581
478,conf/sigmod/ChaudhuriDN01,304581
479,journals/tods/KonopnickiS98,304581
480,conf/sigmod/WangTYGWP02,304581
481,conf/sigmod/AcharyaGPR99,304581
482,conf/sigmod/GibbonsM98,304581
483,conf/sigmod/BabcockCD03,304581
484,conf/vldb/ChakrabartiGRS00,304581
485,conf/sigmod/ChenJDTW00,304581
486,conf/sigmod/BrinkhoffKSS94a,304581
487,conf/vldb/GantiLR00,304581
488,journals/sigmod/DAndreaJ96,304580
489,conf/sigmod/AbadiCCCCEGHMRSSTXYZ03,304580
490,journals/sigmod/FernandezFLS97,304580
491,conf/sigmod/TheodoulidisAACKS94,304580
492,conf/vldb/WuYCT95,304580
493,conf/sigmod/FernandezFKLS98,304580
494,conf/vldb/ZengBNN01,304580
495,journals/sigmod/RafanelliBT96,304580
496,conf/vldb/Mohan96,304580
497,journals/vldb/FiebigHKMNSW02,304580
498,journals/vldb/OzsuPSILM95,304580
499,conf/vldb/NarayananS01,304580
500,journals/tods/KotidisR01,304580
501,conf/vldb/AnandBH94,304580
502,conf/sigmod/FernandezFKLS97,304580
503,conf/sigmod/MeccaAMMS98,304580
504,conf/sigmod/KotidisR99,304580
505,conf/vldb/BrownS95,304580
506,conf/sigmod/ZhouLP99,304580
507,journals/tods/RaschidL96,304580
508,conf/sigmod/LiVCAHMWBCHIKSS99,304580
509,journals/sigmod/RiekertMW97,304580
510,conf/sigmod/HungYK96,304580
511,journals/sigmod/ACT-NET96,304580
512,journals/sigmod/FrewD97,304580
513,conf/sigmod/DreyerDS95,304580
514,conf/sigmod/GillmannWSWW00,304580
515,journals/sigmod/WenLMZ03,304580
516,conf/sigmod/VossenW99,304580
517,journals/sigmod/McHughAGQW97,304580
518,journals/sigmod/Sidell96,304580
519,conf/vldb/BaumannFRW97,304580
520,conf/vldb/Bar-YossefBCFW00,304575
521,conf/sigmod/JoshiA01,304575
522,conf/vldb/WangHH00,304575
523,conf/sigmod/HanPY00,304575
524,conf/vldb/DongHLPW01,304575
525,conf/sigmod/PeiMHZ00,304575
526,conf/sigmod/LakshmananNHP99,304575
527,conf/sigmod/NgLHP98,304575
528,journals/tods/LakshmananLN03,304575
529,conf/sigmod/NgLHM99,304575
530,conf/sigmod/ColbyGLMT96,304574
531,conf/vldb/YangKL97,304574
532,conf/sigmod/ZhugeGHW95,304574
533,conf/sigmod/RundensteinerKZWLLN99,304574
534,conf/sigmod/QuassW97,304574
535,conf/sigmod/ColbyKLMR97,304574
536,conf/vldb/Suciu96,304574
537,conf/sigmod/SalemBCL00,304574
538,journals/tods/Lerner00,304574
539,conf/sigmod/RossSS96,304574
540,journals/sigmod/WolfsonSDNR95,304574
541,conf/sigmod/MistryRSR01,304574
542,conf/sigmod/AgrawalASY97,304574
543,journals/tods/CuiWW00,304574
544,journals/sigmod/BargaL02,304577
545,conf/sigmod/BargaL99,304577
546,conf/sigmod/AdelbergD99,304576
547,conf/sigmod/KrishnamurthyBN99,304235
548,conf/sigmod/Brown99,304236
549,journals/sigmod/PapianiWDN99,304233
550,conf/sigmod/Suciu99,304233
551,conf/vldb/PopaVMHF02,304233
552,journals/vldb/MaedcheMS03,304233
553,journals/sigmod/GalianoM03,304233
554,journals/sigmod/HanBP01,304233
555,conf/vldb/LiPHCAAT03,304233
556,conf/vldb/TorloneA03,304233
557,journals/vldb/CombiP01,304233
558,conf/vldb/DeckerK03,304233
559,journals/sigmod/AlonsoCIM95,304233
560,conf/vldb/LifantsevC02,304233
561,conf/sigmod/NguyenACP01,304233
562,conf/sigmod/CrescenziMM02,304233
563,conf/vldb/BrightR02,304233
564,journals/sigmod/ButtlerCCFHLPRX02,304233
565,conf/vldb/AbiteboulBMMW02,304233
566,journals/sigmod/LaenderRST02,304233
567,conf/sigmod/ArasuG03,304233
568,conf/vldb/MeccaCM01,304233
569,journals/sigmod/AtzeniMM97,304233
570,conf/vldb/SevcikK96,304233
571,conf/vldb/LabrinidisR03,304233
572,conf/vldb/LabrinidisR01,304233
573,conf/vldb/BouganimCDDGS99,304233
574,conf/sigmod/Meseck01,304233
575,conf/sigmod/CareyCNVDRSM99,304234
576,conf/vldb/CareyCNVDRSM99,304234
577,journals/vldb/Seshadri98,304231
578,journals/vldb/SheikholeslamiCZ00,304231
579,conf/vldb/ShaferAM96,304231
580,conf/sigmod/LiS98,304231
581,conf/vldb/ShaferA97,304231
582,conf/sigmod/ZhangRL96,304231
583,conf/sigmod/HanKK97,304231
584,journals/sigmod/Geller02,304231
585,conf/sigmod/BunemanM95,304231
586,conf/vldb/AgrawalS94,304231
587,conf/vldb/EsterKSWX98,304231
588,conf/vldb/NieKH03,304231
589,journals/sigmod/GunopulosK01,304231
590,conf/vldb/Faloutsos02,304231
591,conf/vldb/IyerW94,304231
592,conf/sigmod/ZaianeHLCC98,304231
593,conf/vldb/Amer-YahiaCD98,304231
594,journals/sigmod/Huyn01,304231
595,conf/sigmod/Chakrabarti99,304231
596,conf/vldb/MiningGroup96,304231
597,conf/vldb/OoiGT98,304231
598,conf/sigmod/ForlizziGNS00,304231
599,conf/sigmod/ShenoyHSBBS00,304231
600,conf/sigmod/PalmerF00,304231
601,journals/sigmod/Han98,304231
602,conf/vldb/SadriZZA01,304231
603,conf/vldb/HinneburgLH03,304231
604,conf/vldb/SavasereON95,304231
605,journals/sigmod/Barbara01,304231
606,conf/vldb/LaneEN00,304231
607,conf/vldb/LuSL95,304231
608,conf/vldb/KornLKF98,304231
609,journals/vldb/AilamakiDH02,304231
610,journals/vldb/KornLKF00,304231
611,conf/sigmod/NgLK98,304231
612,conf/vldb/George98,304231
613,conf/vldb/Chakrabarti02,304231
614,conf/vldb/Tsur00,304231
615,conf/sigmod/HanFWCZK96,304231
616,conf/vldb/RizviH02,304231
617,conf/sigmod/RamaswamyRS00,304231
618,conf/vldb/DongHLPW01,304231
619,conf/sigmod/GarofalakisGR02,304231
620,conf/vldb/WangZL03,304231
621,conf/vldb/MorimotoFMTY98,304231
622,conf/vldb/KornMZ03,304231
623,conf/sigmod/Han96,304231
624,conf/sigmod/RiedelFGN00,304231
625,journals/sigmod/LeeF01,304231
626,conf/sigmod/AgrawalGGR98,304231
627,conf/sigmod/PeiMHZ00,304231
628,conf/vldb/TengCY03,304231
629,conf/vldb/NgH94,304231
630,conf/sigmod/HanKS97,304231
631,conf/vldb/GarofalakisG02,304231
632,conf/vldb/Kuhn03,304231
633,conf/vldb/NetzCBF00,304231
634,conf/vldb/ChoenniV00,304231
635,conf/sigmod/DasuJMS02,304231
636,conf/vldb/MargaritisFT01,304231
637,conf/vldb/KietzRS97,304231
638,conf/vldb/RiedelGF98,304231
639,journals/sigmod/BerzalM02,304231
640,conf/sigmod/FukudaMMT96,304231
641,conf/sigmod/AgrawalS00,304231
642,conf/vldb/ViverosNR96,304231
643,journals/sigmod/KuokFW98,304231
644,conf/sigmod/NazeriBO01,304231
645,conf/sigmod/Bayardo98,304231
646,conf/vldb/WangYM97,304231
647,conf/vldb/ChaudhuriS01,304231
648,journals/tods/FukudaMMT01,304231
649,journals/vldb/PeckhamMD95,304231
650,conf/vldb/LakshmananJN00,304231
651,journals/sigmod/Datta94,304231
652,journals/sigmod/BarbaraCJW01,304231
653,journals/vldb/SheikholeslamiCZ00,304232
654,conf/vldb/ZemankovaI94,304232
655,conf/sigmod/WangWYY02,304232
656,conf/sigmod/ZhangRL96,304232
657,conf/sigmod/Weininger00,304232
658,conf/vldb/AgrawalS94,304232
659,conf/vldb/Vaskevitch95,304232
660,journals/vldb/FungKL03,304232
661,journals/vldb/ChakrabartiDAR98,304232
662,journals/tods/GraefeC95,304232
663,journals/sigmod/HalkidiBV02a,304232
664,conf/sigmod/OhHP00,304232
665,conf/sigmod/HernandezS95,304232
666,conf/sigmod/ShenoyHSBBS00,304232
667,conf/sigmod/GuhaRS98,304232
668,journals/sigmod/Han98,304232
