int_id,ext_id,title,SKU,price,is_discounted,category,company_struct,company_free,brand,weight,length,width,height,fabrics,colors,materials
25,1040971179,Maclaren Volo Stroller - Scarlet,40971179,149.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,8.8 lbs.,"32""","4/5""","1/2""",,,aluminum
26,1043321957,Maclaren Mark II Stroller in Spicy Orange,43321957,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 7 lb.,"29.13""","18.75""","40.75""",,,aluminum
27,3246322,babyhome Emotion Stroller in Black,41518342,299.99,False,Strollers / Lightweight Strollers,babyhome,babyhome,,a scant 13 lbs.,,,,,,aluminum
28,3240964,Bumbleride Flite Stroller in Aquamarine,41188552,269.99,False,Strollers / Lightweight Strollers,Bumbleride,Bumbleride,Bumbleride,,,,,,,aluminum
29,1043783472,Inglesina Trip Stroller in Iris,43783472,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
30,1044708085,Maclaren 2015 Volo Stroller in Dylan's Candy Bar,44708085,244.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 9.5 lb.,"31""","18.9""","40.94""",,,aluminum
31,3252301,Baby Jogger City Mini ZIP Stroller in Black,42469735,249.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,City Mini, 16 lb.,"39.5""","19.5""","39.5""",,,
32,1042252955,Cosco Juvenile Umbrella Stroller in Noelle,42252955,19.99,False,Strollers / Lightweight Strollers,Cosco,Cosco,, 8 lbs.,,,,polyester,,aluminum
33,3259028,UPPAbaby G-LUXE Stroller in Makena,43209378,259.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,, 15 lb.,"8.5""","12""","42.5""",,,aluminum
34,1043662944,guzzie+Guss Sparrow Umbrella Stroller in Aqua,43662944,199.99,False,Strollers / Lightweight Strollers,Guzzie + Guss,guzzie+Guss,,13.5 lb.,"24""","17""","42""",,,
35,3259024,UPPAbaby G-LUXE Stroller in Denny,43209347,259.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,, 15 lb.,"8.5""","12""","42.5""",,,aluminum
36,3256699,Peg Perego Pliko Mini Stroller in Aquamarine,42867791,249.99,False,Strollers / Lightweight Strollers,Peg Perego,Peg Perego,, 13.5 lb.,"13""","13.5""","37.5""",,,
37,1042007227,Maclaren Quest Stroller in Black,42007227,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 14 lbs.,"31""","18.7""","41.8""",plush,,aluminum
38,1040971445,Maclaren Techno XLR Stroller in Charcoal/Scarlet,40971445,424.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,16.5 pounds.,"1/3""","4/5""","7/10""",,,aluminum
39,1040971186,Maclaren Volo Stroller in Black,40971186,149.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,8.8 lbs.,"32""","4/5""","1/2""",,,aluminum
40,1043494521,Kolcraft Cloud Umbrella Stroller in Red/Black,43494521,39.99,False,Strollers / Lightweight Strollers,Kolcraft,Kolcraft,, 11.4 lb.,"30""","17.6""","42""",,,
41,1044167301,Combi Fold N Go Stroller in Salsa,44167301,229.99,False,Strollers / Lightweight Strollers,Combi,Combi,,16.5 lb.,"41""","25""","38""",plush,,
42,3251692,guzzie+Guss 101 Goose Stroller in Grass,42563877,179.99,False,Strollers / Lightweight Strollers,Guzzie + Guss,,,,"28""","23.5""","40""",,,
43,1043466252,Britax B-Agile 3 Stroller in Sandstone,43466252,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,, 16.5 lb.,"38.25""","22.75""","40.5""",,,aluminum
44,1040971285,Maclaren Triumph Stroller in Scarlet,40971285,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,11.6 lbs.,"2/5""","1/2""","3/4""",,,aluminum
45,3240970,Bumbleride Flite Stroller in Cayenne Red,41188576,269.99,False,Strollers / Lightweight Strollers,Bumbleride,Bumbleride,Bumbleride,,,,,,,aluminum
46,1043783489,Inglesina Trip Stroller in Jeans,43783489,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
47,1014995650,Chicco Ct 0.6 Comfort Travel Stroller in Tangerine,14995650,79.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,,11 pounds and comes with a fashionable carry bag and carry strap making the Ct0.6 easy to transport.,"1/2""","19""","39""",,,aluminum
48,1044708115,Maclaren 2015 Scarlet Collection Quest Stroller in Camilla Quilt,44708115,614.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 15.5 lb.,"30.71""","18.31""","42.13""",leather,,metal / aluminum
49,1040971506,Maclaren Techno XLR Stroller in Dove/Orchid Smoke,40971506,424.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,16.5 pounds.,"1/3""","4/5""","7/10""",,,aluminum
50,3252302,Baby Jogger City Mini ZIP Stroller in Red,42469742,249.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,City Mini, 16 lb.,"39.5""","19.5""","39.5""",,,
51,1044077259,Maclaren Mark II Stroller in Black,44077259,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 7 lb.,"29.13""","18.75""","40.75""",,,aluminum
52,1018086034,Quinny Senzz Stroller in Lagoon,18086034,429.99,False,Strollers / Lightweight Strollers,Quinny,Quinny,,16 pounds.,,,,,,
53,1042252962,Cosco Juvenile Umbrella Stroller in American Stars,42252962,19.99,False,Strollers / Lightweight Strollers,Cosco,Cosco,, 8 lb.,,,,polyester,,aluminum
54,1040009186,Chicco Ct 0.6/Capri Stroller in Black,40009186,79.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Ct 0.6,11 lbs but comes loaded with features!,,,,,,
55,3259030,UPPAbaby G-LUXE Stroller in Sebby,43209385,259.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,, 15 lb.,"8.5""","12""","42.5""",,,aluminum
56,1043850082,Summer Infant 3D lite Convenience Stroller in Black/Silver,43850082,79.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,3D lite, 12 lb.,"27""","18""",,,,aluminum
57,1042573883,Maclaren Mark II Stroller in Midnight Navy,42573883,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 7 lb.,"29.13""","18.75""","40.75""",,,aluminum
58,1043662951,guzzie+Guss Sparrow Umbrella Stroller in Green,43662951,199.99,False,Strollers / Lightweight Strollers,Guzzie + Guss,guzzie+Guss,,13.5 lb.,"24""","17""","42""",,,
59,3259026,UPPAbaby G-LUXE Stroller in Ella,43209354,259.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,, 15 lb.,"8.5""","12""","42.5""",,,aluminum
60,1042084242,Maclaren Quest Stroller in Scarlet/Black,42084242,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,,,,,,,aluminum
61,1040971223,Maclaren Globetrotter Stroller in Black,40971223,179.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,10.6 lbs.,"1/2""","3/5""","1/2""",,,
62,1040971469,Maclaren Triumph Stroller in Dove/Jelly Bean,40971469,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,11.6 lbs.,"2/5""","1/2""","3/4""",,,aluminum
63,1043850068,Summer Infant 3D lite Convenience Stroller in Greenwich Green,43850068,79.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,3D lite, 12 lb.,"27""","18""",,,,aluminum
64,1040971193,Maclaren Volo Stroller - Festival Fuchsia/Charcoal,40971193,149.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,8.8 lbs.,"32""","4/5""","1/2""",,,aluminum
65,1043641802,Chicco Liteway Plus Stroller in Pulse,43641802,179.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Liteway,19 lb.,35'',19'',40'',,,aluminum
66,3251693,guzzie+Guss 101 Goose Stroller in Grey,42563884,179.99,False,Strollers / Lightweight Strollers,Guzzie + Guss,,,,"28""","23.5""","40""",,,
67,1043998661,Britax B-Agile 3 Stroller in Sapphire,43998661,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,, 16.5 lb.,"38.5""","23""","40.5""",,,aluminum
68,1043998685,Britax B-Agile 3 Stroller in Limeade,43998685,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,, 16.5 lb.,"38.5""","23""","40.5""",,,aluminum
69,1040971292,Maclaren Triumph Buggy Stroller in Black,40971292,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,11.6 lbs.,"32.4""","18.5""","40.75""",,,aluminum
70,1044127220,Jane Nanuq Lightweight Umbrella Stroller in Flame,44127220,249.99,False,Strollers / Lightweight Strollers,Jane,,, 13.9 lb.,"32""","19""","43""",,,aluminum
71,3240973,Bumbleride Flite Stroller in Fog Grey,41188583,269.99,False,Strollers / Lightweight Strollers,Bumbleride,Bumbleride,Bumbleride,,,,,,,aluminum
72,1043783496,Inglesina Trip Stroller in Coffee,43783496,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
73,1016320633,Chicco Ct 0.6 Ultra Lightweight Umbrella Stroller in Topazio,16320633,79.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,,"only 11 pounds, while remaining highly compact and maneuverable with its durable aluminum frame.","19""","1/2""","39""",,,aluminum
74,3250602,Jane Nanuq Lightweight Umbrella Stroller in Shadow,42415381,249.99,False,Strollers / Lightweight Strollers,Jane,,, 13.9 lb.,"32.68""","42.91""","41.73""",,,aluminum
75,1044708122,Maclaren 2015 Scarlet Collection Quest Stroller in Linen,44708122,699.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 15.5 lb.,"30""","18.58""","42.2""",leather,orange,metal / aluminum
76,1040971353,Maclaren Quest Sport Stroller in Charcoal and Citadel,40971353,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,13.9 lbs.,"31""","18.7""","41.8""",,,
77,3240980,Bumbleride Flite Stroller in Green Papyrus,41188606,269.99,False,Strollers / Lightweight Strollers,Bumbleride,Bumbleride,Bumbleride,,,,,,,aluminum
78,3277477,Cybex Agis M-Air 3 Stroller in True Blue,44795016,259.99,False,Strollers / Lightweight Strollers,Cybex,Cybex,Agis,,"38""","22""","41""",,,
79,1043033690,i'coo Phoenix Stroller in Brown,43033690,199.99,False,Strollers / Lightweight Strollers,i'coo,i'coo,,20 lb.,"41.5""","20.5""","33.5""",polyester,,fleece / aluminum
80,1041079706,Kolcraft MLB Umbrella Stroller in St. Louis Cardinals,41079706,34.99,False,Strollers / Lightweight Strollers,MLB,Kolcraft,,7 lbs.,,,,,,
81,3250604,Baby Jogger City Lite Single Stroller,42406648,179.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,, 16 lb.,"37""","23""","42""",,,
82,1043516643,Baby Jogger Vue Lite Stroller in Cherry,43516643,179.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,Vue, 14 lb.,"32.5""","19.75""","41.75""",,,aluminum
83,1043679447,Summer Infant 3D-one Convenience Stroller in Eclipse Grey,43679447,129.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,,16 lb.,"43""","18""","27""",,,aluminum
84,1042466864,Mountain Buggy Nano Stroller in Ruby,42466864,249.99,False,Strollers / Lightweight Strollers,Mountain Buggy,Mountain Buggy,, 13 pounds,"33""","22""","39""",,,aluminum
85,1044839758,Inglesina Net Stroller in Zenzero,44839758,149.99,False,Strollers / Lightweight Strollers,Inglesina,,, 11.2 lb.,"29""","18.5""","43""",polyester,,
86,1018086050,Quinny Senzz Stroller in Flame,18086050,429.99,False,Strollers / Lightweight Strollers,Quinny,Quinny,,16 pounds.,,,,,,
87,1042252979,Cosco Juvenile Umbrella Stroller in Horizon,42252979,19.99,False,Strollers / Lightweight Strollers,Cosco,Cosco,, 8 lb.,,,,polyester,,aluminum
88,3259031,UPPAbaby G-LITE Stroller in Denny,43209170,159.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,,,"32""","19.5""","42""",,,
89,1044204877,Summer Infant 3D Flip Convenience Stroller in Re-Run,44204877,129.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,,14 lb.,"27""","18""","43""",,,aluminum
90,1043975068,babyhome Emotion Stroller in Rouge,43975068,299.99,False,Strollers / Lightweight Strollers,babyhome,babyhome,,13 lb.,"33""","18""","39""",,,aluminum
91,1045284557,Recaro Easylife Ultra-Lightweight Stroller in Scarlet,45284557,199.99,False,Strollers / Lightweight Strollers,Recaro,Recaro,, 13 lb.,"31.5""","19""","41.5""",plush,,plastic / aluminum
92,1042813934,Joovy Groove Ultralight Umbrella Stroller in Blueberry,42813934,189.99,False,Strollers / Lightweight Strollers,Joovy,Joovy,, 13.9 pounds,"30.5""","20.75""","42.5""",polyester,,aluminum
93,1040971377,Maclaren Techno XT Stroller in Medieval Blue,40971377,354.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,15.3 pounds.,"32.6""","19.3""","44.4""",,,
94,1042573890,Maclaren Mark II Stroller in Carmine Rose,42573890,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,,"45.25""","7.88""","8.63""",,,
95,1043783465,Inglesina Trip Stroller in Marrakech,43783465,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
96,3252297,Baby Jogger Vue Stroller in Red,42469704,199.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,Vue,17.5 lb.,"42.25""","11.5""","13.25""",,,
97,1042252948,Cosco Juvenile Umbrella Stroller in Bead Girl,42252948,19.99,False,Strollers / Lightweight Strollers,Cosco,Cosco,, 8 lb.,,,,polyester,,aluminum
98,3259027,UPPAbaby G-LUXE Stroller in Jake,43209361,279.99,False,Strollers / Lightweight Strollers,UPPAbaby,UPPAbaby,, 15 lb.,"8.5""","12""","42.5""",,,aluminum
99,3256698,Peg Perego Pliko Mini Stroller in Fleur,42867784,249.99,False,Strollers / Lightweight Strollers,Peg Perego,Peg Perego,, 13.5 lb.,"13""","13.5""","37.5""",,,
100,1044167295,Combi Fold N Go Stroller in Black,44167295,229.99,False,Strollers / Lightweight Strollers,Combi,Combi,,16.5 lb.,"41""","25""","38""",plush,,
101,3251690,guzzie+Guss 101 Goose Stroller in Red,42563860,179.99,False,Strollers / Lightweight Strollers,Guzzie + Guss,,,,"28""","23.5""","40""",,,
102,1043466245,Britax B-Agile 3 Stroller in Red,43466245,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,,,"38.25""","22.75""","40.5""",,,aluminum
103,1040971261,Maclaren Triumph Stroller in Medieval Blue/Silver,40971261,199.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,11.6 lbs.,"2/5""","1/2""","3/4""",,,aluminum
104,1040991351,Maclaren BMW Buggy in Black,40991351,474.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,,,,,,,
105,1041079744,Kolcraft MLB Umbrella Stroller in Texas Rangers,41079744,34.99,False,Strollers / Lightweight Strollers,MLB,Kolcraft,,7 lb.,,,,,,
106,1040971483,Maclaren Quest Stroller in Medieval Blue/Jelly Bean,40971483,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,13.9 lbs.,"31""","18.7""","41.8""",,,
107,3249731,Baby Jogger City Lite Single Stroller,42406624,179.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,, 16 lb.,"37""","23""","42""",,black,
108,1018086026,Quinny Senzz Stroller in Star,18086026,429.99,False,Strollers / Lightweight Strollers,Quinny,Quinny,,16 pounds.,,,,,,
109,1043580484,Chicco Liteway Stroller in Passionfruit,43580484,139.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Liteway, 17 lb.,"43.1""","11.7""","10.2""",,,
110,1043850075,Summer Infant 3D lite Convenience Stroller in Pink/Navy,43850075,79.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,3D lite, 12 lb.,"27""","18""",,,,aluminum
111,1041688557,Combi Cosmo Stroller in Royal Blue,41688557,129.99,False,Strollers / Lightweight Strollers,Combi,Combi,, 13.5 lbs.,,,,,,
112,1040971216,Maclaren Globetrotter Stroller in Scarlet,40971216,179.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,10.6 lbs.,"1/2""","3/5""","1/2""",,,
113,1043850051,Summer Infant 3D lite Convenience Stroller in Yellow/Navy,43850051,79.99,False,Strollers / Lightweight Strollers,Summer Infant,Summer Infant,3D lite, 12 lb.,"27""","18""",,,,aluminum
114,1043998678,Britax B-Agile 3 Stroller in Meadow,43998678,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,, 16.5 lb.,"38.5""","23""","40.5""",,,aluminum
115,1044830953,Maclaren B01 50th Anniversary Edition Volo Stroller in Blue/White,44830953,249.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 10.5 lb.,,,,,blue,aluminum
116,1043998692,Britax B-Agile 3 Stroller in Concorde,43998692,269.99,False,Strollers / Lightweight Strollers,Britax,Britax,, 16.5 lb.,"38.5""","23""","40.5""",,,aluminum
117,1044127213,Jane Nanuq Lightweight Umbrella Stroller in Lilac,44127213,249.99,False,Strollers / Lightweight Strollers,Jane,,, 13.9 lb.,"32""","19""","43""",,,aluminum
118,3250601,Jane Nanuq Lightweight Umbrella Stroller in Cosmos,42415374,249.99,False,Strollers / Lightweight Strollers,Jane,,, 13.9 lb.,"32.68""","42.91""","41.73""",,,aluminum
119,3246330,babyhome Emotion Stroller in Sand,41518359,299.99,False,Strollers / Lightweight Strollers,babyhome,babyhome,,a scant 13 lbs.,,,,,,
120,1040971308,Maclaren Quest Stroller in Black/Silver,40971308,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,13.9 lbs.,"31""","18.7""","41.8""",,,
121,3240979,Bumbleride Flite Stroller in Jet Black,41188590,269.99,False,Strollers / Lightweight Strollers,Bumbleride,Bumbleride,Bumbleride,,,,,,,aluminum
122,3277475,Cybex Agis M-Air 3 Stroller in Hot & Spicy,44795009,259.99,False,Strollers / Lightweight Strollers,Cybex,Cybex,Agis,,"38""","22""","41""",,,
123,1043033683,i'coo Phoenix Stroller in Black,43033683,199.99,False,Strollers / Lightweight Strollers,i'coo,i'coo,,20 lb.,"41.5""","20.5""","33.5""",polyester,,fleece / aluminum
124,1041079690,Kolcraft MLB Umbrella Stroller in Philadelphia Phillies,41079690,34.99,False,Strollers / Lightweight Strollers,MLB,Kolcraft,,7 lbs.,,,,,,
125,3250603,Baby Jogger City Lite Single Stroller,42406631,179.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,, 16 lb.,"37""","23""","42""",,red,
126,1040631127,Chicco Ct 0.6/Capri Stroller in Cilantro Green,40631127,79.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Ct 0.6,"11 lbs but comes loaded with features! Its new rounder, roomier canopy can be adjusted to help better protect your child from the weather.",,,,,,
127,1043516636,Baby Jogger Vue Lite Stroller in Shadow,43516636,179.99,False,Strollers / Lightweight Strollers,Baby Jogger,Baby Jogger,Vue, 14 lb.,"32.5""","19.75""","41.75""",,,aluminum
128,1042466857,Mountain Buggy Nano Stroller in Black,42466857,249.99,False,Strollers / Lightweight Strollers,Mountain Buggy,Mountain Buggy,, 13 pounds,"33""","22""","39""",,,aluminum
129,1044839741,Inglesina Net Stroller in Citronella,44839741,149.99,False,Strollers / Lightweight Strollers,Inglesina,,, 11.2 lb.,"29""","18.5""","43""",polyester,,
130,1044661793,Maclaren 2015 Quest Orla Kiely Special Edition Stroller,44661793,374.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,, 16.5 lb.,"31""","18.7""","42""",,,aluminum
131,1045284540,Recaro Easylife Ultra-Lightweight Stroller in Onyx,45284540,199.99,False,Strollers / Lightweight Strollers,Recaro,Recaro,, 13 lb.,"31.5""","19""","41.5""",plush,,plastic / aluminum
132,1040971360,Maclaren Quest Stroller in Dove/Orchid Smoke,40971360,289.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,13.9 lbs.,"31""","18.7""","41.8""",,,
133,1043783458,Inglesina Trip Stroller in Luna Red,43783458,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
134,3256696,Peg Perego Pliko Mini Stroller in Ghiro,42867777,299.99,False,Strollers / Lightweight Strollers,Peg Perego,Peg Perego,, 13.5 lb.,"13""","13.5""","37.5""",,,
135,3277482,Cybex Agis M-Air 3 Stroller in Grape Juice,44795030,259.99,False,Strollers / Lightweight Strollers,Cybex,Cybex,Agis,,"38""","22""","41""",,,
136,1040991344,Maclaren BMW Buggy in Blue,40991344,474.99,False,Strollers / Lightweight Strollers,Maclaren,Maclaren,,,,,,,,
137,1043783342,Inglesina Trip Stroller in Black,43783342,199.99,False,Strollers / Lightweight Strollers,Inglesina,,,14.5 lb.,"19""","43""","30""",,,aluminum
138,1043580477,Chicco Liteway Stroller in Octane,43580477,139.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Liteway, 17 lb.,"43.1""","11.7""","10.2""",,,
139,1042870760,Joovy Groove Ultralight Umbrella Stroller in Purpleness,42870760,189.99,False,Strollers / Lightweight Strollers,Joovy,Joovy,, 13.9 lb.,"16.5""","13.5""","4""",polyester,,aluminum
140,1044127206,Jane Nanuq Lightweight Umbrella Stroller in Peacock,44127206,249.99,False,Strollers / Lightweight Strollers,Jane,,, 13.9 lb.,"32""","19""","43""",,,aluminum
141,1042735373,Chicco Liteway Plus Stroller in Red/Grey,42735373,179.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Liteway, 19 lb.,,,,,,aluminum
142,1042770688,Joovy Groove Ultralight Umbrella Stroller in Triple Black,42770688,189.99,False,Strollers / Lightweight Strollers,Joovy,Joovy,, 13.9 lb.,"30.5""","20.75""","42.5""",polyester,,aluminum
143,3277472,Cybex Agis M-Air 3 Stroller in Autumn Gold,44794996,259.99,False,Strollers / Lightweight Strollers,Cybex,Cybex,Agis,,"38""","22""","41""",,,
144,1043033676,i'coo Phoenix Stroller in Red,43033676,199.99,False,Strollers / Lightweight Strollers,i'coo,i'coo,,20 lb.,"41.5""","20.5""","33.5""",polyester,,fleece / aluminum
145,1041079683,Kolcraft MLB Umbrella Stroller in New York Yankees,41079683,34.99,False,Strollers / Lightweight Strollers,MLB,Kolcraft,,7 lbs.,,,,,,
146,1044839734,Inglesina Net Stroller in Caramella,44839734,149.99,False,Strollers / Lightweight Strollers,Inglesina,,, 11.2 lb.,"29""","18.5""","43""",polyester,,
147,1045284533,Recaro Easylife Ultra-Lightweight Stroller in Granite,45284533,199.99,False,Strollers / Lightweight Strollers,Recaro,Recaro,, 13 lb.,"31.5""","19""","41.5""",plush,,plastic / aluminum
148,1041903742,Chicco Liteway Plus Stroller in Radius,41903742,179.99,False,Strollers / Lightweight Strollers,Chicco,Chicco,Liteway, 19 lb.,,,,,,aluminum
